features,algorithm,PCA_dim,params,Train_ARI,Train_NMI,Train_Accuracy,Val_Accuracy
canny,gmm,20,"k=4, cov=diag",0.03600441193328354,0.03997538499096866,0.4408065618591934,0.43066666666666664
laplacian,agglomerative,50,"k=4, linkage=ward",0.018359153698383195,0.02421522252257528,0.41886534518113466,0.42866666666666664
canny,agglomerative,75,"k=2, linkage=complete",0.009919996719756227,0.03210876403877031,0.3790840738209159,0.42866666666666664
laplacian,gmm,75,"k=5, cov=full",0.023562510293193596,0.029558042878825415,0.42754613807245384,0.42866666666666664
canny,agglomerative,75,"k=3, linkage=complete",0.01048152440409055,0.032460301739194265,0.3803827751196172,0.42866666666666664
canny,gmm,20,"k=2, cov=full",0.051661335514938705,0.05044929236362302,0.43732057416267944,0.428
sobel,gmm,75,"k=3, cov=full",0.030510949130366886,0.0296428072481702,0.4358851674641148,0.428
laplacian,agglomerative,50,"k=5, linkage=ward",0.01814131981360028,0.02425918504969612,0.4200956937799043,0.428
canny,agglomerative,10,"k=4, linkage=complete",0.0165364044536325,0.03926205185782519,0.3956937799043062,0.4266666666666667
canny,gmm,10,"k=2, cov=diag",0.04458038424295763,0.04515836646270896,0.42508544087491457,0.4266666666666667
laplacian,kmeans,75,k=5,0.023317656020819092,0.03199929421032131,0.43896103896103894,0.4266666666666667
rgb,agglomerative,50,"k=5, linkage=ward",0.02520533654655772,0.03229460018975991,0.42597402597402595,0.426
laplacian,agglomerative,100,"k=4, linkage=ward",0.019430373743817456,0.025089242150378697,0.41421736158578265,0.426
laplacian,agglomerative,75,"k=4, linkage=ward",0.02164804910377245,0.026757606976943415,0.41613123718386874,0.426
laplacian,kmeans,50,k=5,0.02330686884303217,0.032016658967165046,0.4388243335611757,0.42533333333333334
canny,gmm,50,"k=2, cov=full",0.043725673888814924,0.0440912520599753,0.4290498974709501,0.42533333333333334
rgb,agglomerative,20,"k=5, linkage=complete",0.007817457918267701,0.014326123094416799,0.3902255639097744,0.4246666666666667
canny,agglomerative,100,"k=5, linkage=ward",0.05575777426774938,0.05547572878015261,0.4486671223513329,0.42333333333333334
canny,gmm,75,"k=2, cov=full",0.03817527120568944,0.03920386764930291,0.4226930963773069,0.422
canny,gmm,100,"k=5, cov=diag",0.022648353753992614,0.026529848156290343,0.42077922077922075,0.422
canny,gmm,100,"k=2, cov=full",0.03565860751330686,0.03734852224665778,0.4195488721804511,0.422
sobel,gmm,75,"k=4, cov=diag",0.013832828224928432,0.015734056760028533,0.40498974709501023,0.422
sobel,gmm,20,"k=3, cov=diag",0.035116787262154704,0.038432788799086966,0.42747778537252223,0.42133333333333334
laplacian,gmm,100,"k=5, cov=full",0.02330534932235602,0.029335064613950773,0.4247436773752563,0.42
laplacian,agglomerative,75,"k=5, linkage=ward",0.019871487505059567,0.02638596119672049,0.41613123718386874,0.42
sobel,gmm,100,"k=3, cov=full",0.027266333572131228,0.026035537081523633,0.42925495557074506,0.42
laplacian,gmm,20,"k=2, cov=full",0.026114873551640824,0.021853803451290125,0.41900205058099793,0.41933333333333334
laplacian,agglomerative,75,"k=3, linkage=ward",0.024080074565456012,0.02665553347763133,0.41613123718386874,0.41933333333333334
laplacian,gmm,20,"k=4, cov=full",0.018025667543792378,0.02001353026719807,0.4205741626794258,0.4186666666666667
canny,agglomerative,50,"k=4, linkage=average",0.0037018432541373477,0.02122290161079409,0.3601503759398496,0.418
canny,agglomerative,50,"k=5, linkage=average",0.0036962235391023394,0.021312764094167946,0.3601503759398496,0.418
laplacian,gmm,10,"k=4, cov=diag",0.015420530615520128,0.01906604613259884,0.4154477101845523,0.418
laplacian,gmm,10,"k=2, cov=full",0.02468617621449175,0.021120291945405423,0.41606288448393713,0.418
canny,agglomerative,100,"k=3, linkage=average",0.007724913013241123,0.03159892012914238,0.37429938482570063,0.418
canny,agglomerative,100,"k=5, linkage=average",0.007696929152383622,0.031736222661096374,0.37450444292549556,0.418
canny,agglomerative,100,"k=4, linkage=average",0.007719907031688881,0.031613704438568695,0.37429938482570063,0.418
sobel,gmm,10,"k=3, cov=diag",0.0408836287077258,0.04666039808163142,0.43267259056732743,0.4166666666666667
sobel,gmm,50,"k=2, cov=diag",0.029219917625366756,0.02466340592194566,0.41845522898154475,0.4166666666666667
canny,dbscan,10,"eps=2.5, min_samples=5",0.044979959770230234,0.04601926429519122,0.17737525632262474,0.4166666666666667
rgb,agglomerative,50,"k=4, linkage=ward",0.026227736492532152,0.03366882009602214,0.42460697197539304,0.4166666666666667
laplacian,agglomerative,50,"k=3, linkage=ward",0.020063328949355065,0.02372367419994735,0.4053315105946685,0.4166666666666667
laplacian,kmeans,100,k=3,0.019760917035089524,0.024509667293787122,0.4107313738892686,0.416
laplacian,kmeans,1,k=5,0.021503174285468832,0.02553804786961104,0.4157211209842789,0.416
laplacian,gmm,10,"k=4, cov=full",0.015285904674076593,0.01925468667437408,0.412987012987013,0.416
laplacian,agglomerative,100,"k=3, linkage=ward",0.022831745333288134,0.024787070422416006,0.4131237183868763,0.41533333333333333
laplacian,kmeans,50,k=3,0.01937318213055169,0.024400410198430564,0.40991114149008884,0.41533333333333333
laplacian,kmeans,75,k=3,0.01937496698431914,0.0243941898456068,0.40991114149008884,0.41533333333333333
laplacian,gmm,10,"k=2, cov=diag",0.024163049992566125,0.020549108787554494,0.41524265208475736,0.41533333333333333
laplacian,kmeans,20,k=3,0.019724701845671697,0.02450232990906576,0.41059466848940535,0.41533333333333333
laplacian,agglomerative,10,"k=5, linkage=ward",0.01487332159085256,0.023341259456332683,0.4203691045796309,0.41533333333333333
laplacian,agglomerative,10,"k=3, linkage=ward",0.01942362644100572,0.022682828888327553,0.41551606288448395,0.4146666666666667
laplacian,gmm,1,"k=5, cov=full",0.021469759359449836,0.025487024252679312,0.4157211209842789,0.4146666666666667
laplacian,agglomerative,10,"k=4, linkage=ward",0.015188159484570809,0.022496079791130844,0.41551606288448395,0.4146666666666667
laplacian,gmm,1,"k=5, cov=diag",0.021469759359449836,0.025487024252679312,0.4157211209842789,0.4146666666666667
laplacian,kmeans,10,k=3,0.019153914729681344,0.023964548716360595,0.40963773069036225,0.4146666666666667
laplacian,gmm,1,"k=3, cov=full",0.020461442273727308,0.024780531057035666,0.4089542036910458,0.414
canny,gmm,50,"k=3, cov=diag",0.0331083881591679,0.034185686516844664,0.4169514695830485,0.414
laplacian,kmeans,1,k=4,0.022606779101821777,0.026067459828725534,0.41585782638414215,0.414
laplacian,gmm,1,"k=4, cov=diag",0.022633718539411006,0.026068861646435015,0.41585782638414215,0.414
laplacian,gmm,1,"k=4, cov=full",0.022633718539411006,0.026068861646435015,0.41585782638414215,0.414
laplacian,gmm,1,"k=3, cov=diag",0.020461442273727308,0.024780531057035666,0.4089542036910458,0.414
canny,gmm,20,"k=2, cov=diag",0.04193002329273127,0.04553112985335153,0.42570061517429936,0.414
laplacian,kmeans,1,k=3,0.02028933188101397,0.02487632252811294,0.4086807928913192,0.41333333333333333
laplacian,agglomerative,10,"k=2, linkage=ward",0.02419701049076432,0.022113297946150547,0.41551606288448395,0.41333333333333333
rgb,kmeans,100,k=5,0.011161981405346182,0.012906339358507206,0.38824333561175667,0.412
laplacian,kmeans,50,k=4,0.021866517003865618,0.02570883722375435,0.41681476418318525,0.412
laplacian,kmeans,20,k=4,0.022405373612149313,0.026087677564914195,0.41729323308270677,0.412
laplacian,kmeans,75,k=4,0.02185722937958685,0.025694045376513264,0.4167464114832536,0.41133333333333333
laplacian,gmm,10,"k=3, cov=full",0.017842883669315752,0.019911278703683987,0.4144224196855776,0.41133333333333333
laplacian,kmeans,10,k=4,0.022131537627852832,0.02578676529563459,0.41640464798359533,0.41133333333333333
laplacian,agglomerative,1,"k=3, linkage=ward",0.014124212192414203,0.022615648349952777,0.3979494190020506,0.41133333333333333
laplacian,agglomerative,1,"k=2, linkage=ward",0.01932936410214778,0.023505726324467683,0.3979494190020506,0.41133333333333333
laplacian,kmeans,100,k=4,0.02251485647230288,0.026248325919384776,0.41736158578263843,0.41133333333333333
laplacian,gmm,20,"k=4, cov=diag",0.014803752453908406,0.017953979958343032,0.4169514695830485,0.41133333333333333
laplacian,agglomerative,1,"k=3, linkage=complete",0.013524807880438215,0.022006639121339613,0.39008885850991115,0.4106666666666667
laplacian,agglomerative,1,"k=4, linkage=complete",0.013521736138371765,0.02206601736966432,0.3902255639097744,0.4106666666666667
laplacian,agglomerative,1,"k=5, linkage=average",0.008082698600773913,0.02071023268893924,0.38386876281613125,0.41
canny,gmm,50,"k=4, cov=diag",0.024813615372395206,0.03132445786655958,0.4198222829801777,0.41
sobel,gmm,75,"k=2, cov=full",0.02658805856437063,0.022455283120171386,0.41353383458646614,0.41
laplacian,gmm,20,"k=5, cov=diag",0.01316352374381735,0.01762061234568674,0.41811346548188655,0.41
rgb,agglomerative,20,"k=4, linkage=complete",0.008295561238830362,0.013731006213316648,0.38605604921394393,0.41
laplacian,agglomerative,1,"k=5, linkage=complete",0.010844038188641717,0.021596726154234327,0.3902255639097744,0.4093333333333333
laplacian,agglomerative,100,"k=2, linkage=ward",0.027471124240565945,0.023856217263392494,0.41004784688995216,0.4086666666666667
laplacian,agglomerative,1,"k=4, linkage=ward",0.02160201447637071,0.025668277761134516,0.411825017088175,0.408
sobel,gmm,100,"k=4, cov=diag",0.009299751221968184,0.011139480895435172,0.3922077922077922,0.408
canny,gmm,50,"k=2, cov=diag",0.03205281366399602,0.03602355557969958,0.41818181818181815,0.408
laplacian,agglomerative,1,"k=5, linkage=ward",0.02091020765938086,0.02539763494910349,0.411825017088175,0.408
rgb,agglomerative,20,"k=5, linkage=ward",0.009212498289820008,0.014777707510429934,0.39111414900888586,0.4073333333333333
laplacian,gmm,20,"k=2, cov=diag",0.024367757284494154,0.020319881006507657,0.41626794258373206,0.4066666666666667
laplacian,gmm,1,"k=2, cov=diag",0.01055122698667894,0.020866150425724546,0.38386876281613125,0.4066666666666667
laplacian,gmm,1,"k=2, cov=full",0.01055122698667894,0.020866150425724546,0.38386876281613125,0.4066666666666667
laplacian,gmm,10,"k=3, cov=diag",0.018045897174215335,0.020152797164494897,0.4131237183868763,0.4066666666666667
laplacian,kmeans,10,k=2,0.010090388330341588,0.020575457286422044,0.38359535201640466,0.406
rgb,agglomerative,10,"k=5, linkage=complete",0.01370761790359897,0.021198094145991032,0.414149008885851,0.406
laplacian,kmeans,20,k=2,0.010075466246941223,0.02055087886559814,0.383526999316473,0.406
canny,agglomerative,1,"k=3, linkage=average",0.0024694578478510164,0.022303219347751296,0.355228981544771,0.4053333333333333
rgb,agglomerative,20,"k=3, linkage=complete",0.009506937267319049,0.014659826029155765,0.38591934381408066,0.4053333333333333
rgb,agglomerative,75,"k=5, linkage=ward",0.010009828413842674,0.015013859822061822,0.38954203691045797,0.4053333333333333
laplacian,kmeans,75,k=2,0.010010362220224563,0.02050466291551391,0.38332194121667806,0.4046666666666667
canny,gmm,75,"k=2, cov=diag",0.026424150157284335,0.030430454690521438,0.41066302118933695,0.4046666666666667
laplacian,kmeans,1,k=2,0.01022550946821443,0.020703127730221385,0.38318523581681474,0.4046666666666667
canny,agglomerative,1,"k=2, linkage=average",0.002546664970343251,0.02172998831458771,0.355228981544771,0.404
laplacian,kmeans,100,k=2,0.010018297442642434,0.020639875225797678,0.38332194121667806,0.404
laplacian,kmeans,50,k=2,0.010048262026264916,0.020706890334310064,0.3833902939166097,0.404
canny,gmm,75,"k=4, cov=diag",0.019350538008822533,0.025685256795785462,0.4123034859876965,0.404
canny,gmm,75,"k=3, cov=diag",0.026325462459452775,0.028396794184700667,0.4079289131920711,0.4033333333333333
rgb,agglomerative,75,"k=5, linkage=complete",0.010160422610471223,0.020923245788622286,0.4029391660970608,0.4033333333333333
laplacian,gmm,50,"k=2, cov=diag",0.02021180917039266,0.016633502383966943,0.4091592617908407,0.4033333333333333
laplacian,gmm,50,"k=4, cov=full",0.015462017369089328,0.016428942727810196,0.41353383458646614,0.4026666666666667
canny,gmm,50,"k=5, cov=diag",0.023495211317792718,0.03257596870097023,0.42857142857142855,0.402
rgb,kmeans,75,k=5,0.009649930872001656,0.01134247075301294,0.38981544771018456,0.402
laplacian,gmm,20,"k=3, cov=full",0.017430323112427173,0.01947202881117572,0.410457963089542,0.4013333333333333
laplacian,agglomerative,75,"k=2, linkage=ward",0.008402461459691092,0.02141599295071268,0.382365003417635,0.40066666666666667
canny,gmm,100,"k=2, cov=diag",0.02382557047403019,0.028290209375333206,0.40642515379357486,0.4
canny,gmm,100,"k=4, cov=diag",0.017226315941293834,0.02344918437683276,0.40772385509227616,0.3993333333333333
rgb,agglomerative,10,"k=4, linkage=complete",0.014469939399511059,0.020466188091001637,0.41059466848940535,0.3993333333333333
laplacian,dbscan,10,"eps=2.5, min_samples=5",0.01245194568520338,0.01828471683515241,0.25748462064251537,0.39866666666666667
laplacian,gmm,50,"k=5, cov=diag",0.009775043590407335,0.01327761413682804,0.40437457279562544,0.398
laplacian,gmm,75,"k=4, cov=diag",0.01058410909557436,0.012070068081485485,0.4042378673957621,0.398
sobel,gmm,100,"k=2, cov=full",0.01716304699932357,0.014440638065732569,0.39965823650034177,0.398
laplacian,agglomerative,20,"k=4, linkage=ward",0.025825446414262092,0.02747837379582399,0.41975393028024605,0.3973333333333333
rgb,kmeans,50,k=5,0.010013153342281965,0.011756283307542928,0.3911825017088175,0.3973333333333333
laplacian,gmm,50,"k=4, cov=diag",0.012743884307905547,0.014632275128592775,0.4112781954887218,0.39666666666666667
laplacian,gmm,75,"k=2, cov=full",0.01635255004902386,0.01354094020697771,0.4014354066985646,0.39666666666666667
laplacian,gmm,50,"k=3, cov=full",0.014771619636982121,0.016087914850431203,0.40109364319890634,0.39666666666666667
laplacian,agglomerative,20,"k=3, linkage=ward",0.008071567487067891,0.01943155529158757,0.37764866712235134,0.39666666666666667
sobel,gmm,75,"k=2, cov=diag",0.01681195559919528,0.014082602396448308,0.39972658920027343,0.396
laplacian,gmm,50,"k=2, cov=full",0.021915912777072197,0.018035670042718027,0.411825017088175,0.396
laplacian,gmm,75,"k=4, cov=full",0.012281024944958575,0.013307474295569046,0.40745044429254956,0.396
rgb,kmeans,10,k=5,0.009153302089517914,0.0109943794947716,0.3879699248120301,0.3953333333333333
laplacian,gmm,20,"k=3, cov=diag",0.016655025825867368,0.018486231223487335,0.40827067669172934,0.3953333333333333
laplacian,gmm,75,"k=5, cov=diag",0.008546971337406868,0.01121975439381518,0.4004101161995899,0.39466666666666667
canny,gmm,100,"k=3, cov=diag",0.021896855328082176,0.0242367683672397,0.40109364319890634,0.394
sobel,gmm,100,"k=3, cov=diag",0.009542964899529887,0.010980264573639407,0.3922077922077922,0.394
rgb,agglomerative,75,"k=4, linkage=complete",0.010563367421288898,0.021222601088062364,0.40136705399863293,0.394
sobel,gmm,50,"k=3, cov=diag",0.016759456063303913,0.02011781517379364,0.40745044429254956,0.394
laplacian,gmm,100,"k=2, cov=full",0.0144746795580936,0.01195916549206504,0.3972658920027341,0.3933333333333333
rgb,agglomerative,100,"k=4, linkage=complete",0.012634832583831586,0.013669959650064107,0.3920710868079289,0.3933333333333333
laplacian,gmm,100,"k=4, cov=diag",0.00916565789699761,0.01047484364982879,0.39945317840054684,0.39266666666666666
laplacian,gmm,100,"k=4, cov=full",0.010034422066536711,0.01125084602515789,0.4003417634996582,0.39266666666666666
laplacian,gmm,75,"k=2, cov=diag",0.015961572043294465,0.01305006143030622,0.40095693779904307,0.392
rgb,kmeans,20,k=3,0.00917436958818101,0.008467627330111836,0.3757347915242652,0.3913333333333333
laplacian,gmm,50,"k=3, cov=diag",0.013784206680184501,0.014820134305722328,0.3980177717019822,0.3913333333333333
laplacian,gmm,100,"k=5, cov=diag",0.007713476420072658,0.010169229147479362,0.3949419002050581,0.39066666666666666
laplacian,gmm,75,"k=3, cov=full",0.011717604128017806,0.012655254904195504,0.3948051948051948,0.39066666666666666
laplacian,gmm,100,"k=2, cov=diag",0.013631387062839348,0.011161013409926939,0.39583048530416953,0.39
rgb,agglomerative,100,"k=5, linkage=complete",0.011490306901191743,0.01343035337213763,0.39453178400546823,0.3873333333333333
rgb,agglomerative,75,"k=4, linkage=ward",0.005533136027491318,0.010453285865354748,0.36917293233082704,0.3873333333333333
laplacian,agglomerative,20,"k=2, linkage=ward",0.01033271619758419,0.020060118028968177,0.37662337662337664,0.3873333333333333
laplacian,gmm,100,"k=3, cov=full",0.010962299606879604,0.01175725651490115,0.39425837320574164,0.38666666666666666
sobel,dbscan,10,"eps=3.0, min_samples=5",0.01297828577362424,0.03128194659356457,0.08270676691729323,0.386
sobel,gmm,75,"k=3, cov=diag",0.011198324139055428,0.013169876253724023,0.3961038961038961,0.38533333333333336
rgb,kmeans,100,k=4,0.011134357128771847,0.010916522086562784,0.38673957621326044,0.38533333333333336
rgb,agglomerative,10,"k=3, linkage=complete",0.00956358468124067,0.01495021580335209,0.39043062200956935,0.38533333333333336
rgb,kmeans,10,k=4,0.011261296373476832,0.010979870252898637,0.3866712235133288,0.38533333333333336
laplacian,gmm,75,"k=3, cov=diag",0.01091709199367578,0.011644917426477185,0.390498974709501,0.38466666666666666
laplacian,gmm,100,"k=3, cov=diag",0.009356897910057208,0.010026461940593622,0.3878332194121668,0.38466666666666666
sobel,gmm,100,"k=2, cov=diag",0.01159809438140816,0.009684814488847528,0.3900205058099795,0.38466666666666666
rgb,kmeans,50,k=4,0.011145762723744302,0.010873059830699097,0.3866712235133288,0.384
rgb,kmeans,10,k=3,0.008765621320372013,0.009737291726555262,0.3706766917293233,0.384
rgb,agglomerative,100,"k=3, linkage=complete",0.012668290770151656,0.014944770700577644,0.39138755980861245,0.38266666666666665
rgb,agglomerative,10,"k=5, linkage=ward",0.014346109147015094,0.01548056868099701,0.40827067669172934,0.382
rgb,kmeans,20,k=4,0.010811039826154072,0.010825078557276421,0.38605604921394393,0.38133333333333336
laplacian,dbscan,10,"eps=3.0, min_samples=5",0.006451452564978921,0.014834859956736529,0.2773069036226931,0.38
rgb,kmeans,75,k=4,0.01103279700566685,0.011010916115111307,0.3868762816131237,0.38
rgb,kmeans,20,k=5,0.006340110398223413,0.007925863961726023,0.3773069036226931,0.37866666666666665
rgb,agglomerative,50,"k=3, linkage=ward",0.017076879784659348,0.016649249926695916,0.41189336978810664,0.37733333333333335
rgb,kmeans,100,k=3,0.00960821760355234,0.01038923467910086,0.3735475051264525,0.37733333333333335
rgb,kmeans,75,k=3,0.009576091186797269,0.010358613412566683,0.3736158578263841,0.37733333333333335
rgb,kmeans,50,k=3,0.009474980009974047,0.01030144238232044,0.3722488038277512,0.37666666666666665
rgb,agglomerative,10,"k=4, linkage=ward",0.011866461939160243,0.013506334152379427,0.3961038961038961,0.37333333333333335
laplacian,agglomerative,50,"k=2, linkage=ward",0.0010627856325821693,0.01389232555427778,0.35352016404647985,0.37333333333333335
rgb,agglomerative,20,"k=2, linkage=complete",0.004425377638635555,0.008140223109179489,0.3614490772385509,0.37266666666666665
rgb,gmm,1,"k=5, cov=diag",0.0021191279751255144,0.00492986692961875,0.36684894053315104,0.37133333333333335
rgb,gmm,1,"k=5, cov=full",0.0021191279751255144,0.00492986692961875,0.36684894053315104,0.37133333333333335
rgb,agglomerative,1,"k=5, linkage=ward",0.0024699811483673145,0.004909502983163032,0.36452494873547503,0.37066666666666664
canny,agglomerative,75,"k=5, linkage=complete",0.0094653379466066,0.030515568449948308,0.3806561859193438,0.36866666666666664
rgb,kmeans,1,k=5,0.00234476506482641,0.004984650590479482,0.36684894053315104,0.36866666666666664
laplacian,dbscan,10,"eps=2.0, min_samples=5",0.021258457195051077,0.020025227902521568,0.22337662337662337,0.368
rgb,agglomerative,1,"k=4, linkage=ward",0.00256454487256462,0.005508330508976785,0.36452494873547503,0.36666666666666664
rgb,agglomerative,20,"k=4, linkage=ward",0.006609541647845879,0.010360025625676617,0.3778537252221463,0.36466666666666664
rgb,agglomerative,1,"k=5, linkage=complete",0.0018663895442900442,0.005622930525543181,0.3613807245386193,0.3626666666666667
rgb,agglomerative,75,"k=3, linkage=complete",0.005323363805338586,0.011401307254076906,0.3827067669172932,0.362
sobel,agglomerative,20,"k=5, linkage=average",0.001177289065986844,0.01974350473950928,0.35639097744360904,0.36133333333333334
canny,agglomerative,20,"k=5, linkage=average",0.006938891036365937,0.028069542900783933,0.3790840738209159,0.3606666666666667
canny,agglomerative,20,"k=3, linkage=average",0.0072074478807901896,0.027744799576057598,0.37436773752563224,0.36
canny,agglomerative,20,"k=4, linkage=average",0.007206629812387042,0.028153713531288236,0.3748462064251538,0.35933333333333334
canny,agglomerative,75,"k=3, linkage=average",0.004051544459123867,0.022709725284440114,0.3622693096377307,0.35933333333333334
rgb,gmm,1,"k=3, cov=diag",0.002815195925658931,0.004381390913660691,0.36555023923444974,0.3586666666666667
canny,agglomerative,75,"k=4, linkage=average",0.004046397487734155,0.022871935831892395,0.362406015037594,0.3586666666666667
rgb,gmm,1,"k=3, cov=full",0.002815195925658931,0.004381390913660691,0.36555023923444974,0.3586666666666667
sobel,agglomerative,1,"k=2, linkage=complete",0.004891347104644738,0.02990580567010853,0.36623376623376624,0.3586666666666667
canny,agglomerative,100,"k=2, linkage=complete",0.002982478548056586,0.018793425198396635,0.36165413533834584,0.358
rgb,kmeans,1,k=3,0.0026063589264024804,0.003290658710542744,0.3637047163362953,0.35733333333333334
rgb,gmm,1,"k=4, cov=full",0.002172542146104568,0.0043480647832577395,0.36288448393711553,0.354
rgb,gmm,1,"k=4, cov=diag",0.002172542146104568,0.0043480647832577395,0.36288448393711553,0.354
rgb,kmeans,1,k=4,0.0024623930338046377,0.004440860567395119,0.36411483253588517,0.354
canny,agglomerative,75,"k=5, linkage=average",0.004053176180075873,0.022933445275278855,0.3624743677375256,0.35333333333333333
rgb,agglomerative,75,"k=2, linkage=complete",0.007212620063089723,0.00987645575536222,0.37682843472317157,0.35333333333333333
canny,dbscan,10,"eps=3.0, min_samples=10",0.04873824168692884,0.04437881190401268,0.20362269309637732,0.3526666666666667
rgb,agglomerative,75,"k=3, linkage=ward",0.0031896456937654688,0.00898203459899147,0.3638414217361586,0.3506666666666667
rgb,agglomerative,10,"k=3, linkage=ward",0.010561204258121067,0.013342145137343173,0.3811346548188653,0.34933333333333333
laplacian,dbscan,10,"eps=3.0, min_samples=10",0.008383578813145073,0.015533174215598376,0.2726589200273411,0.34933333333333333
rgb,agglomerative,20,"k=3, linkage=ward",0.0044990459298527,0.006007642644927064,0.36165413533834584,0.3473333333333333
sobel,agglomerative,50,"k=2, linkage=complete",0.00021655743009234974,0.0057370958444064365,0.3559808612440191,0.3453333333333333
sobel,agglomerative,100,"k=5, linkage=average",-9.462794830445554e-05,0.004272585629325524,0.3530416951469583,0.3446666666666667
rgb,agglomerative,1,"k=3, linkage=ward",0.0018105508238731591,0.0039542265693312696,0.3572112098427888,0.3446666666666667
sobel,agglomerative,100,"k=4, linkage=average",-9.391061125912048e-05,0.004187328747168418,0.3530416951469583,0.3446666666666667
rgb,agglomerative,50,"k=2, linkage=complete",0.0014219043179316158,0.000999232946674493,0.3583732057416268,0.3433333333333333
rgb,agglomerative,50,"k=3, linkage=complete",0.0025687300588501253,0.0068097569800445795,0.3673274094326726,0.3413333333333333
laplacian,dbscan,20,"eps=3.0, min_samples=5",0.021714081273049277,0.02003578024781032,0.21797676008202324,0.3413333333333333
rgb,agglomerative,100,"k=2, linkage=ward",0.003738812380316293,0.003320953973098576,0.3676691729323308,0.3406666666666667
canny,agglomerative,10,"k=3, linkage=average",9.008670256737436e-05,0.002667698768657519,0.35440874914559123,0.34
rgb,agglomerative,100,"k=4, linkage=ward",0.0033026617607711277,0.0036033974046281287,0.3676691729323308,0.3393333333333333
rgb,agglomerative,50,"k=2, linkage=average",4.082174092496519e-06,0.00014028669475295196,0.3522898154477102,0.3393333333333333
rgb,agglomerative,10,"k=2, linkage=ward",0.0023594253342653928,0.002283524505236315,0.3525632262474368,0.33866666666666667
rgb,agglomerative,50,"k=3, linkage=average",8.1835972411344e-06,0.00028040636852066486,0.3523581681476418,0.33866666666666667
rgb,agglomerative,50,"k=4, linkage=average",4.732682009125018e-06,0.0003775230382663047,0.3523581681476418,0.33866666666666667
rgb,agglomerative,50,"k=4, linkage=complete",0.002506381210068233,0.00661466415433392,0.3673274094326726,0.33866666666666667
laplacian,agglomerative,50,"k=5, linkage=complete",-0.00022866174397793816,0.01585551840330243,0.35509227614490774,0.338
laplacian,agglomerative,50,"k=4, linkage=complete",-0.00022771544495741276,0.015827300920402576,0.35509227614490774,0.338
rgb,agglomerative,100,"k=5, linkage=ward",0.003338136257261107,0.006235468685167737,0.3676691729323308,0.3373333333333333
rgb,agglomerative,20,"k=2, linkage=ward",0.0028287754955741958,0.002518223281260457,0.35311004784688993,0.33666666666666667
rgb,agglomerative,100,"k=3, linkage=ward",0.0036659796352845344,0.0032457171279837932,0.3676691729323308,0.33666666666666667
rgb,agglomerative,50,"k=5, linkage=complete",0.002050755791114455,0.006779279298956906,0.3673274094326726,0.33666666666666667
rgb,agglomerative,50,"k=5, linkage=average",-3.262638484265512e-05,0.0010228681481903642,0.3523581681476418,0.33666666666666667
canny,agglomerative,10,"k=2, linkage=average",7.995293826645167e-05,0.002272102629396426,0.3542036910457963,0.33666666666666667
canny,agglomerative,10,"k=4, linkage=average",8.930515850076614e-05,0.0027391985004596698,0.35440874914559123,0.33666666666666667
canny,agglomerative,10,"k=5, linkage=average",9.024700150680341e-05,0.0031155530457752326,0.3546138072453862,0.3353333333333333
rgb,agglomerative,1,"k=3, linkage=complete",-1.0191838032516809e-05,0.002221637805866902,0.3538619275461381,0.3353333333333333
rgb,agglomerative,75,"k=2, linkage=average",4.082174092496519e-06,0.00014028669475295196,0.3522898154477102,0.3353333333333333
rgb,agglomerative,1,"k=4, linkage=complete",6.44058076096076e-05,0.0039916640186590975,0.3538619275461381,0.3353333333333333
rgb,agglomerative,50,"k=2, linkage=ward",0.004475829971293884,0.004326764268059211,0.369377990430622,0.33466666666666667
laplacian,agglomerative,50,"k=4, linkage=average",-6.19969815654297e-06,0.0005301999720519038,0.3523581681476418,0.33466666666666667
rgb,agglomerative,1,"k=3, linkage=average",0.0002509980682895502,0.006655522601102966,0.35557074504442926,0.33466666666666667
rgb,agglomerative,10,"k=2, linkage=complete",0.002701621712020772,0.007816143397685927,0.35789473684210527,0.33466666666666667
rgb,agglomerative,1,"k=2, linkage=average",0.0002836961825268385,0.004972988618285698,0.35557074504442926,0.334
canny,dbscan,1,"eps=2.5, min_samples=5",0.0,0.0,0.35222146274777855,0.3333333333333333
laplacian,agglomerative,1,"k=2, linkage=complete",-0.00017817330517649579,0.0029191507572411575,0.35222146274777855,0.3333333333333333
laplacian,agglomerative,1,"k=3, linkage=average",-0.00020870543882410761,0.0079070033206195,0.3523581681476418,0.3333333333333333
rgb,agglomerative,1,"k=2, linkage=ward",0.0006623078317001687,0.0006467268180221113,0.35222146274777855,0.3333333333333333
rgb,agglomerative,1,"k=2, linkage=complete",5.859844809379588e-05,0.0002503338191439372,0.35222146274777855,0.3333333333333333
laplacian,agglomerative,1,"k=4, linkage=average",-0.00029784950746672894,0.007990591979474491,0.3523581681476418,0.3333333333333333
canny,dbscan,1,"eps=3.0, min_samples=20",0.0,0.0,0.35222146274777855,0.3333333333333333
canny,dbscan,1,"eps=3.0, min_samples=10",0.0,0.0,0.35222146274777855,0.3333333333333333
rgb,kmeans,10,k=2,0.0009760261151386541,0.0009178775438906193,0.35222146274777855,0.3333333333333333
canny,dbscan,1,"eps=3.0, min_samples=30",0.0,0.0,0.35222146274777855,0.3333333333333333
rgb,agglomerative,75,"k=4, linkage=average",-2.11916716032719e-05,0.0005602537434921365,0.3522898154477102,0.3333333333333333
